Ra,Degree
0.022515667910145254,278.0
0.021100952049056456,279.0
0.019719291155215396,280.0
0.020668368029032356,281.0
0.01863098582971993,282.0
0.019208016362356955,283.0
0.018382269092796045,284.0
0.019275837768158617,285.0
0.018924758099057776,286.0
0.01646668048370927,287.0
0.01634939996244838,288.0
0.016195110109257893,289.0
0.016307282018397724,290.0
0.016610875834542918,291.0
0.016981381442009627,292.0
0.016792450718638816,293.0
0.0177296853795226,294.0
0.01761649615406783,295.0
0.01634760925072567,296.0
0.01855085762961489,297.0
0.02012765661665914,298.0
0.02092406557031169,299.0
0.020740365916123032,300.0
0.02014849371109754,301.0
0.021318076226335175,302.0
0.02453252707791492,303.0
0.02736881274301863,304.0
0.026983849877828054,305.0
0.02500712804355453,306.0
0.020629112463095595,307.0
0.01745219580447264,308.0
0.015477684866730436,309.0
0.01618142796968976,310.0
0.015349816627730661,311.0
0.014495824449191274,312.0
0.015353579360023748,313.0
0.018179657600382395,314.0
0.021545690604354267,315.0
0.02041380372280174,316.0
0.01996776799339507,317.0
0.020494703122578263,318.0
0.022765232310798897,319.0
0.023668458350536395,320.0
0.026586803292939314,321.0
0.022548945111170886,322.0
0.022357304229308383,323.0
0.025990948190877383,324.0
0.01796276835277489,325.0
0.01583297113390557,326.0
0.018192544571697482,327.0
0.020042713628977738,328.0
0.01937880678277211,329.0
0.018712382255253207,330.0
0.01687089226647697,331.0
0.017302953015290085,332.0
0.0169469098235571,333.0
0.024341501133484076,334.0
0.014556803041098607,335.0
0.01610487713300776,336.0
0.016154467366484612,337.0
0.015760243465424893,338.0
0.01758516775819789,339.0
0.018402107713843627,340.0
0.01918811773202569,341.0
0.01992428504701493,342.0
0.020247507564080183,343.0
0.022312243821462064,344.0
0.023477095309755162,345.0
0.022159555811533296,346.0
0.019459176386898015,347.0
0.018471953357618327,348.0
0.019537349168105858,349.0
0.02182256063430069,350.0
0.02125549269725921,351.0
0.01740925523558979,352.0
0.015850899652749873,353.0
0.016969563779057503,354.0
0.016208862653653098,355.0
0.01775969241832676,356.0
0.01657664743866202,357.0
0.016386307348776878,358.0
0.015035901261855557,359.0
