Ra,Degree
0.09291359023841897,151.0
0.08504121284195772,152.0
0.07281165979774598,153.0
0.06090059545277992,154.0
0.05844971905126099,155.0
0.05672437888857622,156.0
0.048736291639985545,157.0
0.04092598896349642,158.0
0.036690955787747205,159.0
0.037317124657813686,160.0
0.04991755429135556,161.0
0.06769708646653574,162.0
0.059426952415940586,163.0
0.04812141974991545,164.0
0.04098856744134563,165.0
0.03756194694475961,166.0
0.03373664975411273,167.0
0.03269164918369841,168.0
0.03188863717316343,169.0
0.031272619202355016,170.0
0.029310906779783222,171.0
0.026776967751625132,172.0
0.028815007293329933,173.0
0.026840963818833358,174.0
0.02223882681933222,175.0
0.019602612783139756,176.0
0.018096356045449322,177.0
0.017250737576955125,178.0
0.01794274430399939,179.0
0.017860613336804308,180.0
0.017633115187601377,181.0
0.016918762361778,182.0
0.0169466249395499,183.0
0.01580480331665002,184.0
0.01635203676956766,185.0
0.01691483850350578,186.0
0.016618410113500084,187.0
0.018764730098635597,188.0
0.022470857899429018,189.0
0.02239270142942461,190.0
0.02132920170984633,191.0
0.022679669774631532,192.0
0.025815776602795475,193.0
0.02412963420280677,194.0
0.025664513003234142,195.0
0.02745203288869206,196.0
0.029002370221069367,197.0
0.03258979091933473,198.0
0.03312253192846247,199.0
0.03320611539601032,200.0
0.03259927139605442,201.0
0.030917507439060552,202.0
0.029614752606654787,203.0
0.02968810358418023,204.0
0.027590822879806718,205.0
0.02776151345448004,206.0
0.0282959616171115,207.0
0.029157358076873682,208.0
0.02875109502292536,209.0
0.02911935761732506,210.0
0.028760545900784883,211.0
0.02856106261307379,212.0
0.027855555843005763,213.0
0.027169680320262644,214.0
0.024612367586155464,215.0
0.023751326027911704,216.0
0.0217750523743407,217.0
0.021658642043239525,218.0
0.020762339892019973,219.0
0.022286789253419228,220.0
0.02196262556915895,221.0
0.02020448490662336,222.0
0.02171338006131117,223.0
0.02005300802470522,224.0
0.020236121908542685,225.0
0.015334282726249985,226.0
0.01851133801326587,227.0
0.01635843936721205,228.0
0.0149901952487494,229.0
0.015840159801231546,230.0
0.014333304057350987,231.0
0.01498124174540976,232.0
0.015457014303143788,233.0
0.014956449036656336,234.0
0.01561420958811673,235.0
0.022625744271636286,236.0
0.0245486789462659,237.0
0.024666793126192584,238.0
0.02063953966698493,239.0
0.019286220395570822,240.0
0.0202439771031511,241.0
0.020286641733574376,242.0
0.020741186645162224,243.0
0.020220453586549312,244.0
0.020321930177304142,245.0
0.02128189910550237,246.0
0.022643482934019087,247.0
0.02390932997234342,248.0
0.023960448163092524,249.0
0.025911442848479127,250.0
0.02618188296084645,251.0
0.02630828904530498,252.0
0.026892902579462842,253.0
0.028501154589531157,254.0
0.031205565478043998,255.0
0.032114292470198494,256.0
0.032720587821461915,257.0
0.03711893249791763,258.0
0.03772557069301276,259.0
0.03948392299254809,260.0
0.03391570559630551,261.0
0.03209398920354265,262.0
0.02842322908865932,263.0
0.03579379881311024,264.0
0.04420071742525781,265.0
0.037128915589167456,266.0
0.04454205596946812,267.0
0.039424119431799236,268.0
0.043154536577628536,269.0
0.036807585380646816,270.0
0.036023742499090274,271.0
0.02728505992727666,272.0
0.025532313485317773,273.0
0.024189820869264113,274.0
0.023736767061734464,275.0
0.024648356928877565,276.0
0.022797371703004478,277.0
0.022620259847978625,278.0
0.02197102383785701,279.0
0.021018922810505623,280.0
0.020996963665835117,281.0
0.02228038241277343,282.0
0.02185464055329827,283.0
0.023282545181001105,284.0
0.023220652211927283,285.0
0.024659857297473223,286.0
0.024717214153508915,287.0
0.0253156226816307,288.0
0.026363913617738845,289.0
0.02565188914687304,290.0
0.026468707463302543,291.0
0.02582992291338307,292.0
0.02313361643544682,293.0
0.02400005751769283,294.0
0.021197949535829555,295.0
0.02044323863416407,296.0
0.015221784028691926,297.0
0.013935912585232375,298.0
0.015177789128947678,299.0
0.018234968203429427,300.0
0.019682980736812784,301.0
0.021701208298296068,302.0
0.022195086422211775,303.0
0.023876836396923097,304.0
0.02456215648986075,305.0
0.023889572768493326,306.0
0.02455525976407283,307.0
0.02525168854392141,308.0
0.026910760824087394,309.0
0.028630850160118976,310.0
0.03869233390727202,311.0
0.07934206504727002,312.0
0.08368933603816642,313.0
0.08078713938524838,314.0
0.06837897310541269,315.0
0.046787948710742114,316.0
0.03804089993872677,317.0
0.03862631726635378,318.0
0.03934533247887925,319.0
0.04002205085848938,320.0
0.03744435898110927,321.0
0.040855500037966,322.0
0.0406231031031713,323.0
0.04062599380322406,324.0
0.03950589100383203,325.0
0.039958422704343376,326.0
0.0406578564875406,327.0
0.04023138125886986,328.0
0.03881779544667186,329.0
0.03589441066266752,330.0
0.034894699714608714,331.0
0.034474534840479944,332.0
0.03577682803304425,333.0
0.036225645203224625,334.0
0.03549224486406801,335.0
0.03470955247183354,336.0
0.03558354313393644,337.0
0.030388466717970426,338.0
0.02814348456268851,339.0
0.029252566079184205,340.0
0.027175029473544807,341.0
0.029512567050925587,342.0
0.02720192065928111,343.0
0.025226880307094465,344.0
0.02025799559688408,345.0
0.016877271941248932,346.0
0.016608315167863905,347.0
0.01694553741916167,348.0
0.01658294903251689,349.0
0.017527417206091068,350.0
0.017694907731859433,351.0
0.017438262163795834,352.0
0.01753168267495303,353.0
0.018535018880123932,354.0
0.019092029820240605,355.0
0.01875404296667268,356.0
0.017693331694856065,357.0
0.017976311287971856,358.0
0.019488663293184407,359.0
